title,description,genres
THE LETTER,"The Letter is a first person adventure horror game. In this game you play as Michael Kennedy. Michael receives a letter from his from his father, Taylor James Kennedy, who is writing to him while on the verge of death. He states that by the time Michael reads the letter he will already be gone. Taylor does not have much to tell or leave his son, just one lasting statement, never trust anyone. He asks Michael to stay away from his job site, where he has gone missing. Of course, Michael is an adventurous young lad you loves his father dearly, although he has not always been there for him. Michael decides to head out of his house, or room in his remodeled industrial loft, and go to the job site anyway as he can not live without knowing what has happened to his father. From there he will discover clues and other letters leading to the conclusion of his father’s mystery. Where will these clues take you? Can Michael make it safely? What has happened to his father?","Genre(s): Adventure, 3D, First-Person, Modern"
THE MYSTERIOUS CITIES OF GOLD: SECRET PATHS,"In Mysterious Cities of Gold : Secret Paths, you get to incarnate Esteban, Zia and Tao on a quest for the new city of gold, right in the heart of Imperial China. Thanks to the heroesÃ¢â‚¬â„¢ specific attributes, solve the puzzles and escape ZarÃƒÂ¨sÃ¢â‚¬â„¢ hostile men!","Genre(s): Miscellaneous, Puzzle, General, Puzzle, General"
THE PEANUTS MOVIE: SNOOPY'S GRAND ADVENTURE,"In The Peanuts Movie: Snoopy’s Grand Adventure, Snoopy explores the fantastical worlds of his imagination to track down Charlie Brown and his friends in an intricate game of hide-and-seek.","Genre(s): Action Adventure, General, Action, Platformer, 2D"
THE PERPLEXING ORB,"The Perplexing Orb is an arcade platforming adventure game. Roll your way through many unique and challenging levels! Advance through each stage by reaching the end and knocking over the finish post! Collect artifacts to unlock challenge levels, balance through difficult areas, hit rockets to go flying, and smash bonus chests for unlockables! Compete with a friend in multiplayer mode! Roll into adventure with The Perplexing Orb!","Genre(s): Action, Platformer, 3D"
THE PINBALL ARCADE,"The Pinball Arcade franchise includes real tables from Bally, Williams, Gottlieb and Stern, many of which feature well-known licensed themes. Two new tables will be released every month as downloadable content. Every new table will be available in trial mode, absolutely free.","Genre(s): Action, Pinball"
THE QUIET COLLECTION,"Use your wits and a bit of mischief to solve puzzles in four classic, lighthearted adventure games!

The Quiet Collection - classic, lighthearted adventure game fun.

Explore, interact with your environment and solve puzzles in this bundle of four old-school adventure games: ""Quiet, Please!"", ""Quiet Christmas"", ""Vacation Vexation"" and ""Candy, Please!"".

Quiet, Please!

After an annoying day at school, you just want some peace and quiet. But everything at home is so noisy! Dad is channel surfing, Mom is on the phone and your pesky kid brother won't go to bed!

Quiet Christmas

It's Christmas Eve and you just want to go to bed and wake up on Christmas morning. But the tree is broken, the house is too cold, Mr. Peabody's tacky Xmas display is annoying and as always your brother won't go to bed.

Vacation Vexation

Ah, the family seaside vacation. Sun, sand and... annoyances galore. Explore, solve puzzles and play arcade mini-games.

Candy, Please!

It's Halloween - a time to dress up, carve pumpkins and amass glorious amounts of candy. Let nothing stop you from getting your fair share!","Genre(s): Miscellaneous, Compilation"
THE RIVERS OF ALICE (EXTENDED VERSION),The Rivers of Alice is a graphic adventure that takes place in a world of riddles and characters inspired by the music and lyrics of vetusta morla.,"Genre(s): Action, Adventure, General"
THE SMURFS 2,"The Smurfs 2 video game is an action-packed adventure platformer that provides Smurfs fans of all ages with the opportunity to dive into the magical Smurfs Village and relive iconic moments and key environments from the feature film. Players assume the role of a Smurf and immerse themselves in an interactive adventure through the movie's enchanting environments including New York City and Paris, and expand their movie experience into worlds exclusive to the video game such as The Arctic Tundra and The Lava Jungle.","Genre(s): Action, Platformer, Platformer, 2D, 2D"
THE STONECUTTER,"Experience an ancient Chinese tale. Multiple endings, choose your own path. Visual Novel.

A poor stonecutter notices the lifestyles of those higher in the social hierarchy and wishes to become them. A spirit hears his plea and grants his wish. Despite having his wish granted, the stonecutter is still unsatisfied and wishes for more. He dreams to become more powerful by embodying the forces of nature. Decide the stonecutter's fate by choosing what he should wish for!","Genre(s): Miscellaneous, Edutainment"
THE SWAPPER,"The Swapper features a unique art style that uses real-world clay-models and found objects to create an explorable space station realised in unique detail; gameplay sees players swap between different bodies to achieve otherwise impossible tasks. The game has won awards from IndieCade, Develop and Freeplay, and been a finalist in many more.","Genre(s): Action, Platformer, 2D"
THE SWINDLE,"The Swindle is a platforming, action and stealth game set in a Victorian Steampunk world.","Genre(s): Action, Platformer, 3D"
THE VOICE: I WANT YOU,"Supporting up to 8-players locally, The Voice video game is the newest singing party game that will rattle any home entertainment speaker system. Grab the mic and follow each beat and musical note, while the score counter multiplies with each matched melody. The Voice Coach Mode also offers neat tips and tricks to help with each performance like breathing, harmonizing and singing on perfect pitch.","Genre(s): Action, Miscellaneous, Rhythm, Music"
THE WALKING DEAD: SURVIVAL INSTINCT,The Walking Dead is a first-person shooter based on the AMC TV show and starring the Dixon brothers.,"Genre(s): Action, Action Adventure, Shooter, Shooter, Survival, First-Person, Sci-Fi, Sci-Fi, Arcade"
THE WONDERFUL 101,"Earth is under attack from an invasion of enormous aliens, and the only thing that can protect the planet is a group of unlikely, yet mighty, heroes with special abilities. Unfortunately, the aliens are too powerful for the heroes to fight individually. They must join forces and work together to defeat their common enemy. These uniquely different heroes can morph into powerful weapons to crush the invaders or turn into objects like a giant fist or bridge to interact with and traverse the environments.","Genre(s): Action, General, General"
THOMAS WAS ALONE,"Thomas won't be entirely alone, he'll be joined throughout by the awesome Mr Danny Wallace (XFM, Yes Man and Assassin's Creed) who will be narrating his adventures.","Genre(s): Action, Platformer, 2D"
TILELICIOUS: DELICIOUS TILES,"You'll want to lick it!

Easy to learn, but difficult to master. You'll discover a world of deliciousness when you play Tilelicious. From the cool and creamy ice cream stage to thick rich chocolate, and on to the peppermint and lollipop sweetness of the gingerbread house. Use your powerful brain to solve challenging sliding tile puzzles, saving the children at the end of each stage, and ultimately helping them into space to discover the secrets of the Cosmic Candy Ring!

A game so delicious, you'll want to lick your TV.","Genre(s): Action, Puzzle, General, Fighting, 2D"
TINY GALAXY,"It's out of this world!

Our square blue hero, Orion has had his headphones stolen! It's up to you to help him through this treacherous journey and get them back! Adventure through 6 vibrant and deadly worlds, fight off evil bosses and overcome 60 tough, challenging levels that will truly test your reflexes! Tiny Galaxy takes the traditional platformer recipe and replaces the platforms with a variety of planets of different size. Jump from planet to planet and watch as gravity changes and the screen rotates based on your every move! If you love traditional platformers, then you'll love Tiny Galaxy! It's Out Of This World!","Genre(s): Action, General"
TITAN'S TOWER,"Climb the TOWER and grab the LOOT!

In TITANS TOWER, jump the walls of the castle tower grabbing as much LOOT as you can. Many obstacles will stand in your way, but the reward is very big. Catch power-ups along the way to enhance your journey while capturing a high score!","Genre(s): Action, Arcade"
TNT RACERS: NITRO MACHINES EDITION,"Start your engines! TNT Racers is a fun multiplayer game combining fast and exciting racing action with brand new features. The Shadow Race feature lets every player stay in the race even if a driver is clearly being outdriven, but the best things are the cool pick-ups which can ultimately decide if you win or lose.

The exclusive Nitro Machines Edition features some previously unreleased content, including brand new cars, additional tracks, compelling challenges and game modes. Upload your high score and compare it to your friends' in the online rankings.","Genre(s): Driving, Racing, Arcade, Arcade, Automobile"
TOBY: THE SECRET MINE,"Get lost in the shadows and pray you find your way out...

A peaceful way of life in a small village in the mountains was thrown into disorder. Someone has kidnapped most of its residents. A couple of brave hearts tried to rescue their friends but none of them has returned.

Little Toby didn't want to just sit and wait so he decided to find them by himself. He went to the near deep forest but he soon realized this is just a beginning.

Go with Toby on an eerie adventure in a dark and creepy world full of dangerous situations, enemies and challenging puzzles.","Genre(s): Action, Platformer, 2D"
TOKI TORI,Toki Tori is a puzzle game in the vein of Lemmings and Lode Runner that puts you in the shoes of an egg-shaped character who must use various tools and weapons to make your way through the game's 60 levels.,"Genre(s): Miscellaneous, Puzzle, Action, General"
TOKI TORI 2,"Toki Tori 2 is the sequel to the game that spawned Two Tribes ten years ago. The game will provide a completely new experience, built from the ground up for today's players and technology.","Genre(s): Miscellaneous, Puzzle, Action, General, Puzzle, General"
TOKYO MIRAGE SESSIONS #FE,An Atlus-developed RPG for Wii U set in a modern-day world of music and art featuring characters and gameplay elements from Intelligent System's Fire Emblem franchise mixed with elements from the Shin Megami Tensei franchise.,"Genre(s): General, Fantasy, Role-Playing, Strategy, Turn-Based, Japanese-Style, General"
TOKYO MIRAGE SESSIONS #FE - EXPEDITION HUNTER,Enter a dungeon filled with enemies that give lots of experience when they are defeated.,"Genre(s): Role-Playing, Japanese-Style"
TOKYO MIRAGE SESSIONS #FE - MASTERFUL HUNTER,Fight through a dungeon and gain many materials to level up your weapons.,"Genre(s): Role-Playing, Japanese-Style"
TOKYO MIRAGE SESSIONS #FE - SAVAGE HUNTER,Defeat enemies in this dungeon to earn some rare items.,"Genre(s): Role-Playing, Japanese-Style"
TOKYO MIRAGE SESSIONS #FE - TOKYO MILLENNIUM COLLECTION,"Participate in a fashion show and get extra outfits for Tsubasa, Kiria and Eleonora.","Genre(s): Role-Playing, Japanese-Style"
TOM CLANCY'S SPLINTER CELL: BLACKLIST,"The United States has a military presence in two thirds of countries around the world. A group of rogue nations have had enough and initiate a terror ultimatum called the Blacklist - a deadly countdown of escalating terrorist attacks on U.S. interests. Sam Fisher is the leader of the newly formed 4th Echelon unit: a clandestine unit that answers solely to the President of the United States. Sam and his team must hunt down these terrorists by any means necessary, and stop the Blacklist countdown before it reaches zero.","Genre(s): Action Adventure, Modern, General, Modern"
TOMELING IN TROUBLE,"Battle head-to-head with a friend or family member in the MOBA-inspired Sanctum mode. In this mode, the heroes on both teams need to defend their own portal while destroying the portal of the other team, with the help of minions on each team. A single-player practice mode is also available to master the different spells each hero has to offer. Multiple hero options make this competitive fun for all ages!

The arcade-style Classic mode is also available, for any of those less competitive moments. There are multiple levels in which you help Tomeling survive, with varying difficulties that award more gold for their toughness.","Genre(s): Action, General"
TOON TANKS,"Want to be a Tank Commander?

Toon Tanks is a simple yet challenging, top-down shooter game exclusively for Wii U. The goal of Toon Tanks is to destroy every enemy tanks on each level. When you blew up the last one you can go to next level with harder enemies. This game features 80 levels in four different world and 6 enemy types. Have fun!","Genre(s): Action, Shooter, Static, Shoot-'Em-Up, Top-Down"
TOON WAR,"Toon War is a twin stick shooter game with colorful and vivid graphics.

Your mission is to liberate peaceful villages from evil forces, eliminate enemies and win over dangerous bosses.

Main Game Features:
- Play as a military vehicle or a drone
- Numbers of levels offering different gameplay types and pace
- Play in different types of worlds, including snow, water and air landscapes
- Enjoy the various set of gameplay as you win the boss fights playing regular, runner, and survival modes.
- Rescue the hostages
- Defuse the bombs

Character updates and customization:
- Different types of primary and secondary weapons
- Armor updates
- Speed and endurance updates

More you play powerful you get. Enjoy the the game in single player mode or with your friend in 2 player co-op mode.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down"
TOSS N GO,"TOSS N GO is an exciting game that pits the player against the CPU or a second player. You must strategically bank your points at the right moment before tossing the dice to the next player. If you like other RCMADIAX titles, you will enjoy this as well.","Genre(s): Action, Miscellaneous, Fighting, Board Games, Board / Card Game, 2D"
TOTEM TOPPLE,"A New Kind of Vertical Tower Defense

Build your totem pole up into the sky and stars beyond in a fresh twist on the tower defence genre! Wolves, Bears, Deer and more - Stack different totem heads on your tower, each with their own strengths and weaknesses. Add protective wings and arrow firing bird beaks to fend off the demon spirits trying to knock your totem pole down! Featuring two challenging and unique game modes: Carefully craft an impregnable tower in Classic mode, or feel the fast paced arcade-style action of Frantic mode.

-Advanced upgrade system allows for complex strategic play
-Dynamic AI adjusts the ferocity of its attacks based on your progress
-Unique, vibrant art style inspired by Native American culture","Genre(s): Strategy, Real-Time, Defense"
TOTO TEMPLE DELUXE,"From the makers of Knightmare Tower, Toto Temple Deluxe is a 2D platforming local-multiplayer game where up to 4 players must hold on to a goat for as long as possible, while their friends jump and dash around trying to knock it out of their hands.","Genre(s): Action, Miscellaneous, Platformer, Party / Minigame, 2D"
TOUCH SELECTIONS,"TWO classic games, ONE low price!

TOUCH SELECTIONS combines two classic games, PEG SOLITAIRE and AVOIDER, in a single download. In PEG SOLITAIRE, you are presented with a series of puzzles that will test your skills. Players must move their pegs around the game board, ""jumping"" other pegs to remove as many as possible. Your goal in AVOIDER is to travel through the galaxy without taking any damage by enemy ships. Use the Wii U GamePad touch screen to navigate, and then post your high score on Miiverse for all to see. How high of a score will you get?","Genre(s): Miscellaneous, Compilation"
TRANSFORMERS PRIME: THE GAME,"An action-packed adventure to save the Earth from the evil Megatron and his new secret weapon. Designed for the special interactivity of Wii U, the game invites fans to tilt their Wii U GamePad to steer BUMBLEBEE through a collapsing canyon, upgrade OPTIMUS PRIME’s combat abilities through their gamepad touchscreens, and more.","Genre(s): Action, General, General, Beat-'Em-Up, 3D"
TRANSFORMERS: RISE OF THE DARK SPARK,"Fight your way through both Earth and Cybertron universes in an unforgettable battle to secure the Dark Spark. Play the expanded four-player co-op online escalation mode with new upgradeable defenses and challenging Power Foes. The new leveling system spans campaign and escalation, allowing players to unlock rewards that will aid progression in both modes.","Genre(s): Action Adventure, Sci-Fi, General"
TRI-STRIP,"A game of turning triangles into quads!

Its a retro-themed single-player puzzle game, much in the style of 90&#8242;s era puzzle games. Score points by arranging rows of triangular tiles into quads. Your score multiplies by however many quads you can create in a single move. Enjoy strategic gameplay at a fast pace in the Arcade mode. Push yourself to the limit in the five Challenge modes. Weep for mercy in the time-based challenges of the Super-Hardcore mode!","Genre(s): Puzzle, Matching"
TRINE 2: DIRECTOR'S CUT,"Trine 2: Director's Cut, exclusively for Wii U, features a total of 20 levels full of adventure, including the high-acclaimed Goblin Menace expansion campaign and the exclusive ""Dwarven Caverns"" level, making Trine 2: Director's Cut the most comprehensive package of Trine 2 on any platform.","Genre(s): Action, Platformer, Platformer, 2D, 2D"
TRINE: ENCHANTED EDITION,"Trine Enchanted Edition is a fantasy-based action platformer with a fairytale-esque atmosphere, which tracks the journey of three heroes – a Wizard, a Knight and a Thief – in a mission to save the kingdom from evil. The action is founded in fully interactive physics – each character’s unique abilities and tactics can be utilized to invent new ways to battle an army of undead and defeat obstacles, and restore the order of the world.","Genre(s): Action, Action Adventure, General, Platformer, 2D"
TRIPLE BREAKOUT,"Triple Breakout is a breakout game which combines game mechanics from a traditional breakout game and a pong game.

Play against the computer opponent or play solo mode while aiming for a high score.","Genre(s): Action, Arcade"
TUMBLESTONE,"Tumblestone is the first original action-puzzle game of the past fifteen years. Race your friends in multiplayer or challenge yourself in story mode. Solve progressively more difficult and creative puzzles, help a sausage make friends, and find out what happened to the Tumblecrown.","Genre(s): Puzzle, Stacking"
TURBO: SUPER STUNT SQUAD,"Turbo: Super Stunt Squad is a high-velocity action game featuring the super-charged crew of characters from the upcoming film. Each playable character has their own signature street style and tricked-out skills which will come in handy when showing-off and earning respect with jumps, drifts, grinds, flips and other super-cool stunt moves. Expert skills will also prove useful to earn power-ups, customize your character, win competitive challenges and discover shortcuts in the dynamic larger-than-life environments of Turbo's world.","Genre(s): Action, General, General"
TURTLE TALE,"Turtle Island has been invaded by pirates, and it's up to you to stop them!

Captain O'Haire and his gang of Monkey Pirates have sailed in and taken over Turtle Island. Armed with his trusty water gun, Shelldon sets out on an adventure to reclaim his home, stopping anyone who gets in his way!

With intuitive controls and colorful graphics, Turtle Tale is a classic 2D platformer that fans of retro games will love.

Features
-Classic 2D gameplay, inspired by our favorite retro platformers!
-Travel through five unique areas of Turtle Island.
-Catchy and colorful soundtrack.","Genre(s): Action, Platformer, 2D"
TWIN ROBOTS,"Twin Robots is a 2.5D platformer where you can switch control between two little robots; They have been imprisoned and need to find the way out of each level!

You can play alone or with a friend in local co-op multiplayer, so that each player controls one robot.

The game can be played along its 28 levels alone or in cooperative mode with a friend thanks to his split screen gameplay.

Features:
-Strategy thinking: Manage your energy levels through the level so that you can safely reach the exit & charge the last door to open it.
-Puzzle solving: Some levels require both robots to help eachother in order to solve easy puzzles.
-TV Border: You can adjust the TV border so the game fits your TV completely.
-Local co-op: You can have some multiplayer action!","Genre(s): Action, General, Platformer, 2D"
TWISTED FUSION,"Twisted Fusion offers an open world experience, allowing players to choose their own path as they seek to find a way back to our world.

Three friends are transported to a strange world unlike our own. Surrounded by strange creatures and even stranger locals, Cora and her friends have only their wits and a brace of water guns to rely upon! Luckily for our plucky trio of outlanders, the water found in this curious new land possesses mysterious qualities; transforming their ordinary water guns into powerful weapons.

Set off on an epic adventure with up to 4 friends. Explore the breath-taking sky islands of Evan and aid their inhabitants by completing challenging quests and defeating the hordes of monsters that plague the land. Discover the secrets of Evan's towers and defeat the dangerous creatures that guard them. Twisted Fusion offers an open world experience, allowing players to choose their own path as they seek to find a way back to our world.

Use the Wii U GamePad to access a host of apps on Cora's smartphone. Track the time and weather, check your quest progress, fast travel and unlock new characters, costumes, abilities and gadgets. Players can even collect and train their own team of monsters.

Stranded in a strange land, our heroes seek only a way home. Can they overcome the dark forces that seek to hinder their mission?","Genre(s): Action, Platformer, 2D"
TYPOMAN,"Typoman is a 2D puzzle platformer distinguished by a unique game world. You slip into the role of the HERO struggling to make your way through a dark, surreal world. Despite your small stature you have a powerful gift: You can use letters to alter your environment.","Genre(s): Action, Platformer, 2D"
U HOST,"Create your own Game Show.

Have you ever wanted to create your own Game Show? Well now you can. Grab up to 4 friends or teams, and throw them head first into the game show of your making. Host your own Quiz with a choice of over 1000 questions from 10 categories, or better yet, create 2 custom categories with the in-game question creator! Got an up-coming event, such as a New Year's Party, baby shower, or birthday? Write some personalized questions, and add that extra touch to the event.","Genre(s): Miscellaneous, Trivia / Game Show"
ULTRATRON,"Experience the gameplay of old-school arcade standards, updated for the 21st century. Unique retro-futuristic sound and graphics, player responsive difficulty, and a subtle system of tactics combined with classic gameplay make Ultratron a hypnotic arcade game. The last human has been slain by evil killer robots. You are the one remaining humanoid battle droid. Your mission: avenge the human race. Boost your battledroid with powerups, buy cute but deadly pets in the shop. Blast your way through 40+ glowing neon levels, avoiding Chasers, Turrets, Spawners, Minelayers, bombs, and bullets, and take on the four giant boss 'bots of the Apocalypse - Ieiunitas, Bellum, Lues and Letum.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down, Vertical"
UNALIVE,"Science can be used for good or harm.

A dark laboratory is hidden somewhere in a secret place. What kind of experiments were made there? Only god knows. You have become a victim of one of those terrible experiment. You shouldn't be alive, are you?

Unalive is an action adventure roguelike game. Randomly generated laboratory rooms. Collect unique items to improve your abilities. Kill bosses and stay alive. You have only one chance!

Features:

- Permadeath
- Random skill items
- Random rooms
- Random boss encounters
- Deadly traps","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down"
UNDERGROUND,"Practice makes perfect. Surgical doctors-in-training residents all around the world have access to various box trainers and virtual reality simulators to train and maintain their laparoscopic skill set. However, due to a high workload, at the end of the day not everyone has time and energy to practice on these repetitive machines. By turning these drills into a fun and engaging video game, experienced doctors and doctors-in-training can practice them at home, and, more importantly, have fun while doing so.","Genre(s): Action, General"
UNEPIC,"Unepic is a combination of platforming and role playing games. There are many hilarious references throughout the game. The game takes place in Harnakon, a huge medieval castle.

It is set in the hardcore NES Style, yet refined with the latest features. This makes Unepic a very unique game.","Genre(s): Action, Role-Playing, Platformer, Action RPG, 2D"
USE YOUR WORDS,"The party game for funny people and their unfunny friends!

Grab a few friends and get ready to laugh. Use Your Words is the party game for funny people and their unfunny friends!

Use Your Words is a game that invites players to respond to a variety of mini-games and prompts with the funniest answers they can think of! Players play using their phones and tablets as controllers, making game-play seamless and quick to pick up. Players who get stumped can use one of the hidden ""House Answers"" to lay a trap for their fellow players once it's time for everyone to vote for their favorite.

Whether you're a total novice or a world-famous comedian, we guarantee hours of non-stop hilarity. So, grab a few friends and get ready to laugh along with Use Your Words!

For 3-6 players (and way more spectators)! Use your smartphone as your controller!

Use Your Words ships with 4 unique mini-games:

- Sub The Title: Watch a short clip from a foreign film, then write your own subtitle!
- Blank-o-Matic: Fill in the blank to complete the sentence! Write an answer that matches your sense of humor!
- EXTRA, EXTRA!: Write a hilarious caption or clickbait headline for a ridiculous photo, in a take on the classic ""caption this"" game!
- Survey Says: Go with your gut in this rapid-fire game show style ""lightning round""!

FEATURES:

- 4 hilarious mini-games with tons of content!
- Support for all HTML5-enabled devices!
- ""Family Mode"" to filter out adult or otherwise controversial prompts!
- A classy vintage soundtrack with songs by legendary composer Bob Thompson!
- Hours and hours of playable content with more to come!
- Up to 1000 spectators will be able to watch and vote for their favorite answers!","Genre(s): Miscellaneous, Party / Minigame"
UWORDSMITH,"The ultimate word building game on two screens

uWordsmith is the ultimate two-screen word puzzle game for the Wii U console! Unique gameplay features photos on the TV you must spell by dragging and arranging letter blocks on the Wii U GamePad. Hundreds of items and a variety of modes will keep you and your friends hooked on this exclusive title available on the Nintendo eShop!

-Unique Gameplay: solve each item by dragging and arranging letter blocks on the GamePad to match the photo on the TV.
-Tons of Content: hundreds of items in a variety of categories to keep you guessing.
-Arcade Mode: its a race against the clock as you solve as many items as you can.
-Challenge Mode: solve all the items in each category to earn stars and unlock more content.
-Mosaic Mode: can you figure out the item when the photo is only a handful of tiles?
-Multiplayer: up to four friends can play Arcade and Mosaic modes to decide who is the ultimate wordsmith!","Genre(s): Miscellaneous, Puzzle, Edutainment, Logic"
VACCINE,"Find a vaccine for your infected friend before the time runs out, but be aware your friend will relapse sooner or later and you will have to find a new vaccine in a new randomly rebuilt house. Will you be able uncover the mystery to save your friend once and for all!?

Vaccine is a new approach on Survival Horrors inspired by those of the 90s. You can choose between the two members of a special bio-hazard rapid response team, each starting with their own unique differential abilities. They are trapped in a strange house populated by dangerous mutated creatures, they will have to find a vaccine for another team member who is infected with a deadly virus.

Unless you uncover the mystery of the house, every time you bring back the vaccine, the infected team member will relapse and you will be presented with a new randomly rebuilt house. You will be able to gain experience points from different actions and use them on the skills you think will be more beneficial, bringing a more tactical approach compared to the games it takes inspiration from.","Genre(s): Action Adventure, Survival"
VECTOR ASSAULT,"Vector Assault is a fast paced dual stick shooter where you have to survive a onslaught of enemy attackers. The more enemies you defeat the higher your score will become. Try to achieve the highest score possible across multiple game modes, and levels. Compete against your friends and other players to see who can get the highest score on the online leaderboards. Or you can play cooperatively with a friend in local multiplayer.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down"
VEKTOR WARS,"Serious Robot Blasting Fun! Fast-paced First Person Combat.

Welcome to an 80's neon future inspired first-person cyber shooter.

The year is 2024 and you are Commander James Moses, a Space Ranger.

Your mission: destroy the robot death army, rescue the Robodudes and save the world!

Select your weapon and use your skills to face down a tidal wave of rogue robots... in this retro homage to Arcade classics such as Battlezone, Berzerk and Robotron. Frantic gameplay, an array of loud and destructive weaponry - you must cheat death at every turn!

KEY GAME POINTS:
-Fast-paced First Person Combat
-A neon-drenched vector world unlike any other
-An armoury of loud and heavy weapons
-9 World Zones to liberate, all with their own unique environments and enemies to annihilate
-A wonderful original soundtrack
-Arcade shooter gameplay; where the only things that matter are your game skills and the high-score table!","Genre(s): Action, Shooter, First-Person, Arcade"
VOLCANIC FIELD 2,"The Earth's crust has been weakened, and magma is continuously flowing through its cracks. Causing a serious amount pressure deep within the Earth. The Earth held on as long as it could; however, the pressure was just to great and magma has started bursting out of the Earth like never seen before. Causing the worst eruption in recorded history turning the earth into a absolute Volcanic Field. The highest level of Rescue services has hired you to gather the civilians and keep casualties to a minimum. Can you survive the Volcanic Field and protect the people?","Genre(s): Action, Arcade"
VOLGARR THE VIKING,"Remember when games were tough? Return to the Golden Age of arcades with an all-NEW hardcore action experience that pulls no punches. Volgarr the Viking possesses all the hallmarks of the true classics - simple controls, high challenge, and meticulous design - combined with hand-made pixel animation, an epic soundtrack, and buckets of blood. Flex your gaming muscles and step into the arena with Volgarr the Viking. We dare you. The downloadable version of this game supports English, French, Italian, German, Spanish, Danish, Dutch, Finnish, Norwegian, Polish, Portuguese, Russian, Swedish, Turkish, Japanese, Korean, Chinese.","Genre(s): Action, General"
VOXELMAKER,"With VoxelMaker you have both 3D canvas and camera in your hands: be inspired and create!

Create 3D models of your own design and render them with realistic lighting and shadows. Voxel models are made from cubes giving a stylized, ""blocky"" look - like 3D pixel art. You can use the built-in ray tracer to render high-quality images of your scenes. With VoxelMaker you have both 3D canvas and camera in your hands: be inspired and create!

-Full-featured model editor with both physical buttons and touch controls.
-Cut/copy/paste parts of your model to easily move/rotate/duplicate sections.
-Insert text into your scene.
-Easily paint colors onto a model or flood-fill areas.
-Control light direction and intensity in your scene.
-Render views of your scene with configurable shadow softness, ambient light, and depth of field.
-Save rendered scenes to your Screenshot Album.","Genre(s): Action, General"
VROG,"Welcome to VRog! Play as a frog in its favourite pond in this innovative and beautifully animated game. Leap across the small, lovingly designed lake and see what's on the menu. Catch your favourite insects and beat the high score, but watch out for those wicked wasps!

Play in Arcade Mode or Survival Mode. Be a real survivalist and avoid the big stork - maybe a friendly turtle can even help you out with that! With simple controls and a child-friendly design, this game is suitable for anyone who's ever wanted to experience the adventures of a frog.","Genre(s): Action, Platformer, 3D"
WALL BALL,"WALL BALL is a suspenseful zigzag endless runner game with simple, yet appealing 3D graphics. The levels are randomly generated and promise a long lasting gaming experience.","Genre(s): Action, General"
WARRIORS OROCHI 3 HYPER,"Years after the battle against Orochi, the Serpent King, the heroes of the Three Kingdoms and the Warring States struggle to seize control of the new universe they were thrown into when a new threat arises. A terrible and colossal monster, resembling a serpent with eight heads, casts its shadow across the land and defeats most of the brave warriors. The ones that survived, assisted by the mysterious Kaguya, travel back through time to save fallen warriors and forge new alliances, collect powerful weapons and build an army so they can have a chance to defeat the terrible Hydra. But that is not all the help they'll get this time, as the vortex created by Orochi drags a few more allies to their universe. Dragon Ninja Ryu Hayabusa, Achilles, Jeanne d'Arc, Nemea and Ayane are only a few of the new additions to the 120 plus playable character roster!","Genre(s): Action, Beat-'Em-Up, Beat-'Em-Up, 3D"
WATCH DOGS,"Watch Dogs is an open-world action adventure game in which you must use any means at your disposal to take down a corrupt system. Watch Dogs takes advantage of Wii U with a detailed and interactive map of Chicago to be displayed on the Wii U GamePad. The game also features off-TV play, letting gamers continue playing Watch Dogs solely on the GamePad.","Genre(s): Modern, Action Adventure, General, Modern, Open-World"
WHEEL OF FORTUNE,Wheel of Fortune lets players spin the wheel along with Pat Sajak and Vanna White.,"Genre(s): Miscellaneous, Trivia / Game Show, Trivia / Game Show"
WHISPERING WILLOWS,"In Whispering Willows, the player takes on the role of Elena, a determined young girl with the extraordinary ability to project her spirit outside of her body. In her spectral form, Elena can interact with the benevolent spirits and wicked wraiths that used to dwell within the walls of the sinister Willows Mansion - lost souls, stuck in time and space, who hold the secrets that Elena will need to traverse the terrifying old manor. Players need to make use of Elenas corporeal and ethereal forms to overcome obstacles, solve the riddles of the mansions enigmatic specters, and find Elenas lost father.","Genre(s): Adventure, General"
WICKED MONSTERS BLAST! HD PLUS,"9 characters and 9 different crosshairs.
• 20 action-packed missions each with their own unique theme. Keep your students awake in Lazy Brain Attack, keep the hippos hungry in No Mercy for Hippos, and defeat Colonel Eureka in Desert Striker and many more!
• 15 mini games - Shoot rocks to create sculptures, defend from a barrage of missile attacks, solve simple equations, match pictures, prevent hungry hippos from eating all of the food, serve dinner to a whale, break bottles and many more!
• 4-Player Multiplayer! - arcade-style multiplayer gameplay for up to four players. Players cooperate to get past challenges while still competing for the highest score.
• Arcade Mode: select a crazy character and follow their story.
• Family Mode: select from any of the mini-games you’ve unlocked to play separately.
• Survival mode: shoot your way through as many rounds in the random games as you can.
• Use power-ups with items to help boost your score or hinder other players.","Genre(s): Action, Shooter, Light Gun"
WII FIT U,"Wii Fit U is a new installment in the Wii Fit series that combines fun and fitness with new exercises and activities, and incorporates the GamePad in unique ways.","Genre(s): Sports, Miscellaneous, General, Exercise / Fitness"
WII PARTY U,Wii Party U lets players enjoy board games and mini-games on the TV. You can play familiar tabletop games using the Wii U GamePad controller or transform your living room into a game show floor.,"Genre(s): Miscellaneous, Party, Party, Party / Minigame"
